date,store_id,item_id,qty_sold,price,stock_on_hand,lead_time_days,ordering_cost,unit_cost,holding_rate
2024-06-08,S1,I5,29,48,48,5,100,20,0.2
2024-06-09,S1,I5,31,29,38,5,100,20,0.2
2024-06-10,S1,I5,24,11,49,6,100,20,0.2
2024-06-11,S1,I5,23,31,86,4,100,20,0.2
2024-06-12,S1,I5,31,18,67,2,100,20,0.2
2024-06-13,S1,I5,25,11,48,5,100,20,0.2
2024-06-14,S1,I5,22,28,45,2,100,20,0.2
2024-06-15,S1,I5,31,24,78,4,100,20,0.2
2024-06-16,S1,I5,26,31,49,2,100,20,0.2
2024-06-17,S1,I5,22,13,26,2,100,20,0.2
2024-06-18,S1,I5,30,45,20,3,100,20,0.2
2024-06-19,S1,I5,26,18,65,3,100,20,0.2
2024-06-20,S1,I5,28,47,36,3,100,20,0.2
2024-06-21,S1,I5,25,36,73,3,100,20,0.2
2024-06-22,S1,I5,26,30,44,5,100,20,0.2
2024-06-23,S1,I5,28,38,92,4,100,20,0.2
2024-06-24,S1,I5,35,28,36,4,100,20,0.2
2024-06-25,S1,I5,35,29,59,2,100,20,0.2
2024-06-26,S1,I5,31,32,71,2,100,20,0.2
2024-06-27,S1,I5,36,14,62,3,100,20,0.2
2024-06-28,S1,I5,36,20,80,3,100,20,0.2
2024-06-29,S1,I5,31,42,94,3,100,20,0.2
2024-06-30,S1,I5,36,19,57,4,100,20,0.2
2024-07-01,S1,I5,33,22,65,4,100,20,0.2
2024-07-02,S1,I5,40,47,84,4,100,20,0.2
2024-07-03,S1,I5,38,26,92,6,100,20,0.2
2024-07-04,S1,I5,36,34,58,2,100,20,0.2
2024-07-05,S1,I5,31,46,28,3,100,20,0.2
2024-07-06,S1,I5,38,30,21,6,100,20,0.2
2024-07-07,S1,I5,40,47,59,5,100,20,0.2
2024-07-08,S1,I5,32,46,98,5,100,20,0.2
2024-07-09,S1,I5,32,43,82,4,100,20,0.2
2024-07-10,S1,I5,40,22,23,6,100,20,0.2
2024-07-11,S1,I5,35,33,87,5,100,20,0.2
2024-07-12,S1,I5,30,12,97,3,100,20,0.2
2024-07-13,S1,I5,37,10,57,6,100,20,0.2
2024-07-14,S1,I5,33,19,40,3,100,20,0.2
2024-07-15,S1,I5,34,12,66,5,100,20,0.2
2024-07-16,S1,I5,29,44,87,6,100,20,0.2
2024-07-17,S1,I5,26,13,31,5,100,20,0.2
2024-07-18,S1,I5,33,32,44,6,100,20,0.2
2024-01-01,S2,I1,52,33,44,6,100,20,0.2
2024-01-02,S2,I1,49,41,74,6,100,20,0.2
2024-01-03,S2,I1,47,48,99,2,100,20,0.2
2024-01-04,S2,I1,45,30,80,2,100,20,0.2
2024-01-05,S2,I1,50,44,58,2,100,20,0.2
2024-01-06,S2,I1,51,14,61,2,100,20,0.2
2024-01-07,S2,I1,52,25,86,2,100,20,0.2
2024-01-08,S2,I1,52,18,48,6,100,20,0.2
2024-01-09,S2,I1,53,22,51,5,100,20,0.2
2024-01-10,S2,I1,53,26,85,6,100,20,0.2
2024-01-11,S2,I1,52,27,41,2,100,20,0.2
2024-01-12,S2,I1,47,41,61,4,100,20,0.2
2024-01-13,S2,I1,56,19,55,3,100,20,0.2
2024-01-14,S2,I1,55,37,30,4,100,20,0.2
2024-01-15,S2,I1,52,24,47,4,100,20,0.2
2024-01-16,S2,I1,55,42,81,2,100,20,0.2
2024-01-17,S2,I1,48,12,93,3,100,20,0.2
2024-01-18,S2,I1,46,38,69,3,100,20,0.2
2024-01-19,S2,I1,47,22,20,3,100,20,0.2
2024-01-20,S2,I1,45,38,58,3,100,20,0.2
2024-01-21,S2,I1,44,16,32,6,100,20,0.2
2024-01-22,S2,I1,52,12,26,3,100,20,0.2
2024-01-23,S2,I1,42,48,72,2,100,20,0.2
2024-01-24,S2,I1,42,26,62,2,100,20,0.2
2024-01-25,S2,I1,43,24,48,6,100,20,0.2
2024-01-26,S2,I1,49,25,44,5,100,20,0.2
2024-01-27,S2,I1,48,10,99,2,100,20,0.2
2024-01-28,S2,I1,41,16,97,6,100,20,0.2
2024-01-29,S2,I1,41,28,85,2,100,20,0.2
2024-01-30,S2,I1,40,20,72,2,100,20,0.2
2024-01-31,S2,I1,45,27,70,3,100,20,0.2
2024-02-01,S2,I1,45,31,25,5,100,20,0.2
2024-02-02,S2,I1,46,49,55,5,100,20,0.2
2024-02-03,S2,I1,41,27,85,6,100,20,0.2
2024-02-04,S2,I1,43,24,39,6,100,20,0.2
2024-02-05,S2,I1,47,38,86,4,100,20,0.2
2024-02-06,S2,I1,40,23,83,4,100,20,0.2
2024-02-07,S2,I1,44,13,79,5,100,20,0.2
2024-02-08,S2,I1,48,40,49,4,100,20,0.2
2024-02-09,S2,I1,40,18,50,5,100,20,0.2
2024-02-10,S2,I1,41,24,67,2,100,20,0.2
2024-02-11,S2,I1,43,17,92,3,100,20,0.2
2024-02-12,S2,I1,50,46,64,3,100,20,0.2
2024-02-13,S2,I1,45,26,83,5,100,20,0.2
2024-02-14,S2,I1,49,37,28,5,100,20,0.2
2024-02-15,S2,I1,48,38,77,2,100,20,0.2
2024-02-16,S2,I1,50,40,22,6,100,20,0.2
2024-02-17,S2,I1,54,45,81,3,100,20,0.2
2024-02-18,S2,I1,54,22,30,4,100,20,0.2
2024-02-19,S2,I1,54,49,78,3,100,20,0.2
2024-02-20,S2,I1,55,20,98,2,100,20,0.2
2024-02-21,S2,I1,56,11,69,5,100,20,0.2
2024-02-22,S2,I1,49,35,42,3,100,20,0.2
2024-02-23,S2,I1,47,47,86,4,100,20,0.2
2024-02-24,S2,I1,47,39,64,5,100,20,0.2
2024-02-25,S2,I1,51,22,46,5,100,20,0.2
2024-02-26,S2,I1,53,31,93,6,100,20,0.2
2024-02-27,S2,I1,50,41,42,5,100,20,0.2
2024-02-28,S2,I1,56,46,95,2,100,20,0.2
2024-02-29,S2,I1,54,10,56,6,100,20,0.2
2024-03-01,S2,I1,50,41,54,6,100,20,0.2
2024-03-02,S2,I1,53,15,75,4,100,20,0.2
2024-03-03,S2,I1,52,49,48,6,100,20,0.2
2024-03-04,S2,I1,50,27,21,4,100,20,0.2
2024-03-05,S2,I1,44,47,67,4,100,20,0.2
2024-03-06,S2,I1,46,21,62,6,100,20,0.2
2024-03-07,S2,I1,51,12,54,6,100,20,0.2
2024-03-08,S2,I1,42,44,94,4,100,20,0.2
2024-03-09,S2,I1,45,20,49,5,100,20,0.2
2024-03-10,S2,I1,44,44,57,3,100,20,0.2
2024-03-11,S2,I1,40,41,51,4,100,20,0.2
2024-03-12,S2,I1,48,44,22,6,100,20,0.2
2024-03-13,S2,I1,43,19,44,5,100,20,0.2
2024-03-14,S2,I1,40,11,93,6,100,20,0.2
2024-03-15,S2,I1,46,29,67,4,100,20,0.2
2024-03-16,S2,I1,44,33,30,3,100,20,0.2
2024-03-17,S2,I1,44,37,88,4,100,20,0.2
2024-03-18,S2,I1,42,30,31,3,100,20,0.2
2024-03-19,S2,I1,41,29,57,2,100,20,0.2
2024-03-20,S2,I1,39,36,74,3,100,20,0.2
2024-03-21,S2,I1,45,32,94,6,100,20,0.2
2024-03-22,S2,I1,42,32,60,4,100,20,0.2
2024-03-23,S2,I1,47,19,41,4,100,20,0.2
2024-03-24,S2,I1,39,16,23,2,100,20,0.2
2024-03-25,S2,I1,47,21,41,3,100,20,0.2
2024-03-26,S2,I1,40,38,65,3,100,20,0.2
2024-03-27,S2,I1,44,42,78,4,100,20,0.2
2024-03-28,S2,I1,49,29,57,4,100,20,0.2
2024-03-29,S2,I1,50,35,32,6,100,20,0.2
2024-03-30,S2,I1,44,46,68,3,100,20,0.2
2024-03-31,S2,I1,47,35,94,5,100,20,0.2
2024-04-01,S2,I1,52,31,39,6,100,20,0.2
2024-04-02,S2,I1,52,35,49,2,100,20,0.2
2024-04-03,S2,I1,49,25,65,4,100,20,0.2
2024-04-04,S2,I1,52,25,64,4,100,20,0.2
2024-04-05,S2,I1,54,36,72,2,100,20,0.2
2024-04-06,S2,I1,49,29,56,3,100,20,0.2
2024-04-07,S2,I1,47,40,76,6,100,20,0.2
2024-04-08,S2,I1,50,48,72,5,100,20,0.2
2024-04-09,S2,I1,47,26,83,3,100,20,0.2
2024-04-10,S2,I1,49,20,69,5,100,20,0.2
2024-04-11,S2,I1,56,43,39,3,100,20,0.2
2024-04-12,S2,I1,52,33,29,5,100,20,0.2
2024-04-13,S2,I1,51,29,22,6,100,20,0.2
2024-04-14,S2,I1,54,49,91,5,100,20,0.2
2024-04-15,S2,I1,53,32,30,6,100,20,0.2
2024-04-16,S2,I1,52,19,58,5,100,20,0.2
2024-04-17,S2,I1,45,45,32,5,100,20,0.2
2024-04-18,S2,I1,48,35,23,3,100,20,0.2
2024-04-19,S2,I1,48,33,41,3,100,20,0.2
2024-04-20,S2,I1,48,20,65,6,100,20,0.2
2024-04-21,S2,I1,47,19,59,4,100,20,0.2
2024-04-22,S2,I1,47,26,84,3,100,20,0.2
2024-04-23,S2,I1,48,43,28,6,100,20,0.2
2024-04-24,S2,I1,48,27,95,2,100,20,0.2
2024-04-25,S2,I1,48,24,98,6,100,20,0.2
2024-04-26,S2,I1,39,41,28,5,100,20,0.2
2024-04-27,S2,I1,47,36,96,2,100,20,0.2
2024-04-28,S2,I1,43,28,79,2,100,20,0.2
2024-04-29,S2,I1,40,27,35,5,100,20,0.2
2024-04-30,S2,I1,46,41,81,6,100,20,0.2
2024-05-01,S2,I1,38,46,25,4,100,20,0.2
2024-05-02,S2,I1,46,35,33,5,100,20,0.2
2024-05-03,S2,I1,44,17,44,6,100,20,0.2
2024-05-04,S2,I1,43,47,72,4,100,20,0.2
2024-05-05,S2,I1,40,43,99,6,100,20,0.2
2024-05-06,S2,I1,44,17,91,2,100,20,0.2
2024-05-07,S2,I1,44,23,51,4,100,20,0.2
2024-05-08,S2,I1,49,12,78,5,100,20,0.2
2024-05-09,S2,I1,40,40,88,5,100,20,0.2
2024-05-10,S2,I1,49,40,41,5,100,20,0.2
2024-05-11,S2,I1,51,29,96,2,100,20,0.2
2024-05-12,S2,I1,48,45,20,6,100,20,0.2
2024-05-13,S2,I1,43,33,77,3,100,20,0.2
2024-05-14,S2,I1,50,17,27,4,100,20,0.2
2024-05-15,S2,I1,54,22,58,6,100,20,0.2
2024-05-16,S2,I1,45,37,80,3,100,20,0.2
2024-05-17,S2,I1,51,27,36,6,100,20,0.2
2024-05-18,S2,I1,47,38,32,4,100,20,0.2
2024-05-19,S2,I1,51,39,40,2,100,20,0.2
2024-05-20,S2,I1,54,28,34,2,100,20,0.2
2024-05-21,S2,I1,50,19,72,5,100,20,0.2
2024-05-22,S2,I1,47,18,73,2,100,20,0.2
2024-05-23,S2,I1,49,20,99,2,100,20,0.2
2024-05-24,S2,I1,47,23,76,4,100,20,0.2
2024-05-25,S2,I1,47,49,61,4,100,20,0.2
2024-05-26,S2,I1,53,40,36,2,100,20,0.2
2024-05-27,S2,I1,56,38,59,3,100,20,0.2
2024-05-28,S2,I1,51,46,83,4,100,20,0.2
2024-05-29,S2,I1,51,17,68,4,100,20,0.2
2024-05-30,S2,I1,47,20,68,6,100,20,0.2
2024-05-31,S2,I1,47,11,82,4,100,20,0.2
2024-06-01,S2,I1,50,37,36,4,100,20,0.2
2024-06-02,S2,I1,50,47,47,3,100,20,0.2
2024-06-03,S2,I1,47,46,87,3,100,20,0.2
2024-06-04,S2,I1,42,45,77,6,100,20,0.2
2024-06-05,S2,I1,44,41,79,4,100,20,0.2
2024-06-06,S2,I1,49,44,75,4,100,20,0.2
2024-06-07,S2,I1,40,27,67,2,100,20,0.2
2024-06-08,S2,I1,46,33,99,3,100,20,0.2
2024-06-09,S2,I1,42,47,46,2,100,20,0.2
2024-06-10,S2,I1,45,21,50,6,100,20,0.2
2024-06-11,S2,I1,46,43,86,3,100,20,0.2
2024-06-12,S2,I1,45,18,45,5,100,20,0.2
2024-06-13,S2,I1,45,19,86,6,100,20,0.2
2024-06-14,S2,I1,40,36,99,2,100,20,0.2
2024-06-15,S2,I1,40,21,72,5,100,20,0.2
2024-06-16,S2,I1,47,43,69,5,100,20,0.2
2024-06-17,S2,I1,44,13,67,2,100,20,0.2
2024-06-18,S2,I1,43,34,85,4,100,20,0.2
2024-06-19,S2,I1,48,30,68,5,100,20,0.2
2024-06-20,S2,I1,44,30,81,6,100,20,0.2
2024-06-21,S2,I1,40,47,34,3,100,20,0.2
2024-06-22,S2,I1,49,24,65,2,100,20,0.2
2024-06-23,S2,I1,45,33,24,2,100,20,0.2
2024-06-24,S2,I1,48,13,37,6,100,20,0.2
2024-06-25,S2,I1,45,31,42,4,100,20,0.2
2024-06-26,S2,I1,50,19,71,2,100,20,0.2
2024-06-27,S2,I1,51,20,80,6,100,20,0.2
2024-06-28,S2,I1,54,46,75,4,100,20,0.2
2024-06-29,S2,I1,50,38,88,2,100,20,0.2
2024-06-30,S2,I1,47,10,79,4,100,20,0.2
2024-07-01,S2,I1,52,35,96,4,100,20,0.2
2024-07-02,S2,I1,54,37,92,3,100,20,0.2
2024-07-03,S2,I1,51,43,50,5,100,20,0.2
2024-07-04,S2,I1,55,21,20,6,100,20,0.2
2024-07-05,S2,I1,47,10,82,3,100,20,0.2
2024-07-06,S2,I1,52,30,98,2,100,20,0.2
2024-07-07,S2,I1,52,47,99,2,100,20,0.2
2024-07-08,S2,I1,47,35,32,2,100,20,0.2
2024-07-09,S2,I1,52,26,97,6,100,20,0.2
2024-07-10,S2,I1,52,44,33,6,100,20,0.2
2024-07-11,S2,I1,51,36,32,2,100,20,0.2
2024-07-12,S2,I1,50,44,79,6,100,20,0.2
2024-07-13,S2,I1,50,32,53,3,100,20,0.2
2024-07-14,S2,I1,49,35,39,4,100,20,0.2
2024-07-15,S2,I1,45,27,23,2,100,20,0.2
2024-07-16,S2,I1,51,23,97,6,100,20,0.2
2024-07-17,S2,I1,48,24,38,4,100,20,0.2
2024-07-18,S2,I1,44,26,54,4,100,20,0.2
2024-01-01,S2,I2,37,44,51,3,100,20,0.2
2024-01-02,S2,I2,41,33,80,6,100,20,0.2
2024-01-03,S2,I2,35,16,69,2,100,20,0.2
2024-01-04,S2,I2,38,41,55,6,100,20,0.2
2024-01-05,S2,I2,41,23,56,5,100,20,0.2
2024-01-06,S2,I2,44,25,35,5,100,20,0.2
2024-01-07,S2,I2,46,37,85,4,100,20,0.2
2024-01-08,S2,I2,43,17,43,4,100,20,0.2
2024-01-09,S2,I2,46,48,64,3,100,20,0.2
2024-01-10,S2,I2,45,16,76,4,100,20,0.2
2024-01-11,S2,I2,47,47,37,3,100,20,0.2
2024-01-12,S2,I2,42,38,58,5,100,20,0.2
2024-01-13,S2,I2,39,32,88,3,100,20,0.2
2024-01-14,S2,I2,41,38,42,3,100,20,0.2
2024-01-15,S2,I2,39,24,59,3,100,20,0.2
2024-01-16,S2,I2,46,46,93,5,100,20,0.2
2024-01-17,S2,I2,42,12,30,4,100,20,0.2
2024-01-18,S2,I2,37,41,23,5,100,20,0.2
2024-01-19,S2,I2,36,28,24,4,100,20,0.2
2024-01-20,S2,I2,41,10,41,4,100,20,0.2
2024-01-21,S2,I2,44,12,28,5,100,20,0.2
2024-01-22,S2,I2,40,23,37,2,100,20,0.2
2024-01-23,S2,I2,41,18,42,3,100,20,0.2
2024-01-24,S2,I2,35,14,66,5,100,20,0.2
2024-01-25,S2,I2,38,39,44,5,100,20,0.2
2024-01-26,S2,I2,32,34,93,3,100,20,0.2
2024-01-27,S2,I2,39,39,60,2,100,20,0.2
2024-01-28,S2,I2,32,43,29,4,100,20,0.2
2024-01-29,S2,I2,34,30,64,2,100,20,0.2
2024-01-30,S2,I2,30,21,61,3,100,20,0.2
2024-01-31,S2,I2,34,20,35,2,100,20,0.2
2024-02-01,S2,I2,31,27,78,3,100,20,0.2
2024-02-02,S2,I2,34,21,79,6,100,20,0.2
2024-02-03,S2,I2,32,48,21,3,100,20,0.2
2024-02-04,S2,I2,36,16,82,5,100,20,0.2
2024-02-05,S2,I2,29,26,55,6,100,20,0.2
2024-02-06,S2,I2,36,14,99,5,100,20,0.2
2024-02-07,S2,I2,34,38,66,5,100,20,0.2
2024-02-08,S2,I2,34,39,42,3,100,20,0.2
2024-02-09,S2,I2,36,46,48,4,100,20,0.2
2024-02-10,S2,I2,34,28,96,3,100,20,0.2
2024-02-11,S2,I2,35,46,46,5,100,20,0.2
2024-02-12,S2,I2,35,34,89,5,100,20,0.2
2024-02-13,S2,I2,34,31,35,3,100,20,0.2
2024-02-14,S2,I2,38,45,49,6,100,20,0.2
2024-02-15,S2,I2,36,32,53,6,100,20,0.2
2024-02-16,S2,I2,40,38,41,5,100,20,0.2
2024-02-17,S2,I2,39,45,92,4,100,20,0.2
2024-02-18,S2,I2,38,47,89,5,100,20,0.2
2024-02-19,S2,I2,45,29,28,5,100,20,0.2
2024-02-20,S2,I2,38,27,24,5,100,20,0.2
2024-02-21,S2,I2,44,20,56,3,100,20,0.2
2024-02-22,S2,I2,41,38,63,3,100,20,0.2
2024-02-23,S2,I2,47,18,26,5,100,20,0.2
2024-02-24,S2,I2,40,39,50,4,100,20,0.2
2024-02-25,S2,I2,46,30,80,4,100,20,0.2
2024-02-26,S2,I2,42,41,85,4,100,20,0.2
2024-02-27,S2,I2,41,19,21,3,100,20,0.2
2024-02-28,S2,I2,45,26,35,6,100,20,0.2
2024-02-29,S2,I2,45,10,30,6,100,20,0.2
2024-03-01,S2,I2,40,16,45,3,100,20,0.2
2024-03-02,S2,I2,37,42,94,5,100,20,0.2
2024-03-03,S2,I2,36,37,72,3,100,20,0.2
2024-03-04,S2,I2,42,11,43,5,100,20,0.2
2024-03-05,S2,I2,37,35,94,3,100,20,0.2
2024-03-06,S2,I2,36,21,86,3,100,20,0.2
2024-03-07,S2,I2,33,11,68,3,100,20,0.2
2024-03-08,S2,I2,38,39,57,5,100,20,0.2
2024-03-09,S2,I2,40,41,29,5,100,20,0.2
2024-03-10,S2,I2,40,49,96,2,100,20,0.2
2024-03-11,S2,I2,36,46,99,6,100,20,0.2
2024-03-12,S2,I2,35,29,46,2,100,20,0.2
2024-03-13,S2,I2,31,41,85,5,100,20,0.2
2024-03-14,S2,I2,36,18,95,3,100,20,0.2
2024-03-15,S2,I2,37,19,67,5,100,20,0.2
2024-03-16,S2,I2,35,11,84,4,100,20,0.2
2024-03-17,S2,I2,32,33,46,3,100,20,0.2
2024-03-18,S2,I2,37,23,85,6,100,20,0.2
2024-03-19,S2,I2,33,37,43,6,100,20,0.2
2024-03-20,S2,I2,38,23,37,3,100,20,0.2
2024-03-21,S2,I2,38,21,41,5,100,20,0.2
2024-03-22,S2,I2,32,31,97,6,100,20,0.2
2024-03-23,S2,I2,33,34,52,6,100,20,0.2
2024-03-24,S2,I2,33,29,37,4,100,20,0.2
2024-03-25,S2,I2,37,41,35,4,100,20,0.2
2024-03-26,S2,I2,35,13,40,4,100,20,0.2
2024-03-27,S2,I2,38,40,97,5,100,20,0.2
2024-03-28,S2,I2,33,32,33,6,100,20,0.2
2024-03-29,S2,I2,40,41,34,5,100,20,0.2
2024-03-30,S2,I2,34,43,24,6,100,20,0.2
2024-03-31,S2,I2,38,32,97,4,100,20,0.2
2024-04-01,S2,I2,36,40,36,5,100,20,0.2
2024-04-02,S2,I2,38,32,51,6,100,20,0.2
2024-04-03,S2,I2,40,44,24,2,100,20,0.2
2024-04-04,S2,I2,42,34,41,3,100,20,0.2
2024-04-05,S2,I2,42,36,91,2,100,20,0.2
2024-04-06,S2,I2,41,32,94,4,100,20,0.2
2024-04-07,S2,I2,43,35,35,4,100,20,0.2
2024-04-08,S2,I2,41,12,84,3,100,20,0.2
2024-04-09,S2,I2,42,10,85,6,100,20,0.2
2024-04-10,S2,I2,41,15,27,6,100,20,0.2
2024-04-11,S2,I2,40,42,22,5,100,20,0.2
2024-04-12,S2,I2,40,14,95,5,100,20,0.2
2024-04-13,S2,I2,41,18,58,5,100,20,0.2
2024-04-14,S2,I2,39,28,64,4,100,20,0.2
2024-04-15,S2,I2,45,31,71,6,100,20,0.2
2024-04-16,S2,I2,41,28,91,5,100,20,0.2
2024-04-17,S2,I2,43,35,45,4,100,20,0.2
2024-04-18,S2,I2,43,29,75,4,100,20,0.2
2024-04-19,S2,I2,40,21,98,4,100,20,0.2
2024-04-20,S2,I2,42,36,30,3,100,20,0.2
2024-04-21,S2,I2,35,15,65,5,100,20,0.2
2024-04-22,S2,I2,37,37,84,4,100,20,0.2
2024-04-23,S2,I2,38,17,78,5,100,20,0.2
2024-04-24,S2,I2,36,16,30,6,100,20,0.2
2024-04-25,S2,I2,33,34,31,3,100,20,0.2
2024-04-26,S2,I2,35,21,62,4,100,20,0.2
2024-04-27,S2,I2,33,46,65,6,100,20,0.2
2024-04-28,S2,I2,36,25,32,2,100,20,0.2
2024-04-29,S2,I2,34,13,94,2,100,20,0.2
2024-04-30,S2,I2,35,20,73,2,100,20,0.2
2024-05-01,S2,I2,35,32,47,4,100,20,0.2
2024-05-02,S2,I2,37,35,44,6,100,20,0.2
2024-05-03,S2,I2,31,42,55,4,100,20,0.2
2024-05-04,S2,I2,29,12,99,5,100,20,0.2
2024-05-05,S2,I2,36,34,70,3,100,20,0.2
2024-05-06,S2,I2,34,47,83,2,100,20,0.2
2024-05-07,S2,I2,39,16,41,2,100,20,0.2
2024-05-08,S2,I2,32,19,29,2,100,20,0.2
2024-05-09,S2,I2,37,47,71,2,100,20,0.2
2024-05-10,S2,I2,32,43,23,2,100,20,0.2
2024-05-11,S2,I2,36,35,23,2,100,20,0.2
2024-05-12,S2,I2,40,39,69,2,100,20,0.2
2024-05-13,S2,I2,36,17,43,4,100,20,0.2
2024-05-14,S2,I2,38,36,51,2,100,20,0.2
2024-05-15,S2,I2,37,37,48,4,100,20,0.2
2024-05-16,S2,I2,39,46,36,3,100,20,0.2
2024-05-17,S2,I2,43,13,49,4,100,20,0.2
2024-05-18,S2,I2,38,21,55,3,100,20,0.2
2024-05-19,S2,I2,47,16,20,3,100,20,0.2
2024-05-20,S2,I2,47,32,25,5,100,20,0.2
2024-05-21,S2,I2,45,33,38,6,100,20,0.2
2024-05-22,S2,I2,39,40,49,2,100,20,0.2
2024-05-23,S2,I2,47,42,93,6,100,20,0.2
2024-05-24,S2,I2,43,39,46,2,100,20,0.2
2024-05-25,S2,I2,43,30,95,6,100,20,0.2
2024-05-26,S2,I2,38,24,21,5,100,20,0.2
2024-05-27,S2,I2,44,27,22,4,100,20,0.2
2024-05-28,S2,I2,38,47,56,3,100,20,0.2
2024-05-29,S2,I2,37,40,30,5,100,20,0.2
2024-05-30,S2,I2,37,13,41,3,100,20,0.2
2024-05-31,S2,I2,41,34,76,6,100,20,0.2
2024-06-01,S2,I2,41,25,33,5,100,20,0.2
2024-06-02,S2,I2,36,18,77,6,100,20,0.2
2024-06-03,S2,I2,38,41,88,6,100,20,0.2
2024-06-04,S2,I2,42,41,78,3,100,20,0.2
2024-06-05,S2,I2,38,24,90,6,100,20,0.2
2024-06-06,S2,I2,33,28,29,5,100,20,0.2
2024-06-07,S2,I2,33,15,31,6,100,20,0.2
2024-06-08,S2,I2,32,12,27,3,100,20,0.2
2024-06-09,S2,I2,33,13,70,6,100,20,0.2
2024-06-10,S2,I2,31,17,35,6,100,20,0.2
2024-06-11,S2,I2,31,18,79,6,100,20,0.2
2024-06-12,S2,I2,33,16,34,3,100,20,0.2
2024-06-13,S2,I2,37,31,43,2,100,20,0.2
2024-06-14,S2,I2,33,10,29,4,100,20,0.2
2024-06-15,S2,I2,36,34,69,5,100,20,0.2
2024-06-16,S2,I2,37,26,79,3,100,20,0.2
2024-06-17,S2,I2,37,45,42,4,100,20,0.2
2024-06-18,S2,I2,34,14,62,2,100,20,0.2
2024-06-19,S2,I2,31,22,62,5,100,20,0.2
2024-06-20,S2,I2,31,37,70,4,100,20,0.2
2024-06-21,S2,I2,39,49,87,2,100,20,0.2
2024-06-22,S2,I2,32,12,45,6,100,20,0.2
2024-06-23,S2,I2,36,34,39,3,100,20,0.2
2024-06-24,S2,I2,34,11,93,6,100,20,0.2
2024-06-25,S2,I2,35,21,96,3,100,20,0.2
2024-06-26,S2,I2,42,20,38,4,100,20,0.2
2024-06-27,S2,I2,41,35,33,6,100,20,0.2
2024-06-28,S2,I2,43,10,70,4,100,20,0.2
2024-06-29,S2,I2,42,31,42,4,100,20,0.2
2024-06-30,S2,I2,38,21,74,5,100,20,0.2
2024-07-01,S2,I2,37,28,47,4,100,20,0.2
2024-07-02,S2,I2,41,46,45,4,100,20,0.2
2024-07-03,S2,I2,39,44,59,6,100,20,0.2
2024-07-04,S2,I2,44,31,35,5,100,20,0.2
2024-07-05,S2,I2,40,17,74,6,100,20,0.2
2024-07-06,S2,I2,47,49,44,2,100,20,0.2
2024-07-07,S2,I2,38,15,42,4,100,20,0.2
2024-07-08,S2,I2,44,32,49,6,100,20,0.2
2024-07-09,S2,I2,39,32,98,2,100,20,0.2
2024-07-10,S2,I2,42,48,42,4,100,20,0.2
2024-07-11,S2,I2,38,33,66,4,100,20,0.2
2024-07-12,S2,I2,46,16,69,5,100,20,0.2
2024-07-13,S2,I2,41,36,28,6,100,20,0.2
2024-07-14,S2,I2,44,40,40,3,100,20,0.2
2024-07-15,S2,I2,42,22,68,5,100,20,0.2
2024-07-16,S2,I2,38,37,36,5,100,20,0.2
2024-07-17,S2,I2,41,11,44,3,100,20,0.2
2024-07-18,S2,I2,34,15,94,2,100,20,0.2
2024-01-01,S2,I3,48,15,64,4,100,20,0.2
2024-01-02,S2,I3,44,49,22,6,100,20,0.2
2024-01-03,S2,I3,46,42,43,4,100,20,0.2
2024-01-04,S2,I3,46,33,54,2,100,20,0.2
2024-01-05,S2,I3,48,34,64,2,100,20,0.2
2024-01-06,S2,I3,47,34,35,3,100,20,0.2
2024-01-07,S2,I3,48,32,44,4,100,20,0.2
2024-01-08,S2,I3,55,10,61,4,100,20,0.2
2024-01-09,S2,I3,47,43,99,5,100,20,0.2
2024-01-10,S2,I3,54,27,53,2,100,20,0.2
2024-01-11,S2,I3,52,30,89,2,100,20,0.2
2024-01-12,S2,I3,53,40,29,2,100,20,0.2
2024-01-13,S2,I3,50,27,79,5,100,20,0.2
2024-01-14,S2,I3,55,40,34,5,100,20,0.2
2024-01-15,S2,I3,54,18,28,3,100,20,0.2
2024-01-16,S2,I3,50,26,35,4,100,20,0.2
2024-01-17,S2,I3,54,14,24,5,100,20,0.2
2024-01-18,S2,I3,47,11,32,5,100,20,0.2
2024-01-19,S2,I3,54,19,80,2,100,20,0.2
2024-01-20,S2,I3,52,12,82,2,100,20,0.2
2024-01-21,S2,I3,48,20,61,6,100,20,0.2
2024-01-22,S2,I3,46,22,31,6,100,20,0.2
2024-01-23,S2,I3,51,18,71,3,100,20,0.2
2024-01-24,S2,I3,47,32,59,6,100,20,0.2
2024-01-25,S2,I3,47,38,97,3,100,20,0.2
2024-01-26,S2,I3,42,14,50,3,100,20,0.2
2024-01-27,S2,I3,43,26,21,2,100,20,0.2
2024-01-28,S2,I3,48,48,89,4,100,20,0.2
2024-01-29,S2,I3,48,44,94,5,100,20,0.2
2024-01-30,S2,I3,42,28,78,5,100,20,0.2
2024-01-31,S2,I3,40,25,87,2,100,20,0.2
2024-02-01,S2,I3,44,44,74,2,100,20,0.2
2024-02-02,S2,I3,40,47,26,4,100,20,0.2
2024-02-03,S2,I3,38,34,35,4,100,20,0.2
2024-02-04,S2,I3,45,27,99,5,100,20,0.2
2024-02-05,S2,I3,40,26,82,6,100,20,0.2
2024-02-06,S2,I3,44,36,29,3,100,20,0.2
2024-02-07,S2,I3,41,34,25,3,100,20,0.2
2024-02-08,S2,I3,45,15,48,2,100,20,0.2
